example_id,caption,wav,split,image_id,target
2521062020_f8b983e4b2.jpg#0,A boy getting ready as the man wearing all black straps him into a black harness to climb the wall .,2521062020_f8b983e4b2_0.wav,train,2521062020_f8b983e4b2.jpg,"['wall', 'boy', 'man']"
2521213787_ca9b5a1758.jpg#0,A blue car drives down a mostly dirt road .,2521213787_ca9b5a1758_0.wav,train,2521213787_ca9b5a1758.jpg,"['road', 'car']"
2521878609_146143708e.jpg#0,A person eats noodles .,2521878609_146143708e_0.wav,train,2521878609_146143708e.jpg,['person']
2521938720_911ac092f7.jpg#0,A cricketer is laying on the ground between the wicket and the ball .,2521938720_911ac092f7_0.wav,train,2521938720_911ac092f7.jpg,"['ball', 'ground']"
2521938802_853224f378.jpg#1,A man playing cricket,2521938802_853224f378_1.wav,train,2521938802_853224f378.jpg,['man']
2521983429_33218366bd.jpg#0,A dog and his owner at a rocky beach .,2521983429_33218366bd_0.wav,train,2521983429_33218366bd.jpg,"['dog', 'beach']"
2522230304_1581d52961.jpg#0,a climber is climbing a rock face above a mattress that is lying on the ground below .,2522230304_1581d52961_0.wav,train,2522230304_1581d52961.jpg,"['face', 'ground', 'climber', 'rock']"
2522467011_cc825d89ac.jpg#0,A girl in a red and white dress is playing with hula hoops .,2522467011_cc825d89ac_0.wav,train,2522467011_cc825d89ac.jpg,"['girl', 'dress']"
2522540026_6ee8ab4c6a.jpg#0,A race car moves down the road as two people watch from a distance .,2522540026_6ee8ab4c6a_0.wav,train,2522540026_6ee8ab4c6a.jpg,"['road', 'race', 'car', 'distance']"
2522809984_2e8a7df4fb.jpg#0,A black dog is swimming through the water .,2522809984_2e8a7df4fb_0.wav,train,2522809984_2e8a7df4fb.jpg,"['water', 'dog']"
2524003134_580e74328b.jpg#0,"A brown and white dog , wearing a collar , is moving through some water .",2524003134_580e74328b_0.wav,train,2524003134_580e74328b.jpg,"['water', 'collar', 'brown', 'dog']"
2524084967_a5e011b73d.jpg#1,A male doing a bicycle trick in midair .,2524084967_a5e011b73d_1.wav,train,2524084967_a5e011b73d.jpg,"['midair', 'bicycle']"
252504549_135b0db5a3.jpg#0,a dog having fun with a tennis ball,252504549_135b0db5a3_0.wav,train,252504549_135b0db5a3.jpg,"['ball', 'tennis', 'dog']"
2525232298_cf42d415ab.jpg#0,a man climbs large rocks .,2525232298_cf42d415ab_0.wav,train,2525232298_cf42d415ab.jpg,['man']
2525455265_f84ba72bd7.jpg#0,A girl in a black shirt is looking to the side while sitting on a wooden bench .,2525455265_f84ba72bd7_0.wav,train,2525455265_f84ba72bd7.jpg,"['side', 'shirt', 'girl', 'bench']"
2525666287_638ab5e784.jpg#0,soldiers 2 and civillians sitting on a bench at a busstop,2525666287_638ab5e784_0.wav,train,2525666287_638ab5e784.jpg,['bench']
252578659_9e404b6430.jpg#0,A dog is near three farm animals with horns outside .,252578659_9e404b6430_0.wav,train,252578659_9e404b6430.jpg,['dog']
2527163162_d0fb802992.jpg#0,A boy dressed in a plaid kilt with a brown hat wields a long pole .,2527163162_d0fb802992_0.wav,train,2527163162_d0fb802992.jpg,"['hat', 'boy']"
2527303359_6c3dc3f282.jpg#0,A girl in a white dress on the beach .,2527303359_6c3dc3f282_0.wav,train,2527303359_6c3dc3f282.jpg,"['girl', 'dress', 'beach']"
2527713011_b0ec25aa54.jpg#0,A black and white rally car takes the turn .,2527713011_b0ec25aa54_0.wav,train,2527713011_b0ec25aa54.jpg,"['car', 'rally']"
252802010_3d47bee500.jpg#0,A brown and white dog playing with black dog .,252802010_3d47bee500_0.wav,train,252802010_3d47bee500.jpg,"['playing', 'brown', 'dog']"
252846811_7b250935a7.jpg#0,Two brown dogs play rough on green grass .,252846811_7b250935a7_0.wav,train,252846811_7b250935a7.jpg,['grass']
2528489543_546c1ca81f.jpg#0,"A boy splashes into a pool , ejected from a water slide .",2528489543_546c1ca81f_0.wav,train,2528489543_546c1ca81f.jpg,"['slide', 'water', 'pool', 'boy']"
2528521798_fb689eba8d.jpg#0,A white car racing in the dirt and water,2528521798_fb689eba8d_0.wav,train,2528521798_fb689eba8d.jpg,"['water', 'dirt', 'car']"
2528547068_7d37479b9b.jpg#0,A race car drives through a dirt-covered racetrack .,2528547068_7d37479b9b_0.wav,train,2528547068_7d37479b9b.jpg,"['race', 'car']"
2528552898_9e49a7033f.jpg#0,A yellow car is driving away from the water .,2528552898_9e49a7033f_0.wav,train,2528552898_9e49a7033f.jpg,"['water', 'car']"
2531531628_b4a5041680.jpg#0,A girl sticks out her tongue on a bench .,2531531628_b4a5041680_0.wav,train,2531531628_b4a5041680.jpg,"['bench', 'girl']"
2531837969_6f28637811.jpg#0,A man stands on a cliff overlooking the ocean .,2531837969_6f28637811_0.wav,train,2531837969_6f28637811.jpg,"['ocean', 'cliff', 'man']"
2531942624_c3c072064e.jpg#0,A boy in a green striped top is running barefoot through the sand .,2531942624_c3c072064e_0.wav,train,2531942624_c3c072064e.jpg,"['top', 'boy', 'sand']"
2532262109_87429a2cae.jpg#0,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture .,2532262109_87429a2cae_0.wav,train,2532262109_87429a2cae.jpg,"['group', 'school', 'girl', 'street', 'picture']"
2532294586_4cd76a837d.jpg#0,A little girl dressed in pink swings on a swing,2532294586_4cd76a837d_0.wav,train,2532294586_4cd76a837d.jpg,"['swing', 'girl', 'pink']"
2533010184_ef2fd71297.jpg#0,A woman in a headscarf stands by a garden of white flowers .,2533010184_ef2fd71297_0.wav,train,2533010184_ef2fd71297.jpg,['woman']
2533076864_d799996433.jpg#0,A lady digs through a garbage can looking to add to the shopping cart beside her .,2533076864_d799996433_0.wav,train,2533076864_d799996433.jpg,['lady']
2533414541_362bf043bb.jpg#0,a lone blue and white race car about to cross the finish line,2533414541_362bf043bb_0.wav,train,2533414541_362bf043bb.jpg,"['line', 'car', 'lone', 'race', 'blue']"
2534194182_ac53035cf4.jpg#0,a group of band members doing a routine,2534194182_ac53035cf4_0.wav,train,2534194182_ac53035cf4.jpg,"['band', 'group']"
2534424894_ccd091fcb5.jpg#0,A girl jumps over the grass tufts on a sandy area near the sea .,2534424894_ccd091fcb5_0.wav,train,2534424894_ccd091fcb5.jpg,"['jumps', 'area', 'girl', 'grass']"
2534652796_c8a23288ab.jpg#0,A girl and boy bounce on large balls .,2534652796_c8a23288ab_0.wav,train,2534652796_c8a23288ab.jpg,['girl']
2535746605_8124bf4e4f.jpg#0,A girl in a red sweater runs on the grass .,2535746605_8124bf4e4f_0.wav,train,2535746605_8124bf4e4f.jpg,"['girl', 'grass']"
2537119659_fa01dd5de5.jpg#0,A girl drives a toy truck while a young boy plays behind her,2537119659_fa01dd5de5_0.wav,train,2537119659_fa01dd5de5.jpg,"['girl', 'boy']"
2537197415_af7c30dfc8.jpg#0,A baby at the end of a slip and slide at a party,2537197415_af7c30dfc8_0.wav,train,2537197415_af7c30dfc8.jpg,"['baby', 'slide']"
253762507_9c3356c2f6.jpg#0,A security man guards the door as another one brings his items off .,253762507_9c3356c2f6_0.wav,train,253762507_9c3356c2f6.jpg,['man']
2538423833_d1f492d1fb.jpg#0,A baby leans down to pet a white dog beside its mouth .,2538423833_d1f492d1fb_0.wav,train,2538423833_d1f492d1fb.jpg,"['mouth', 'baby', 'dog']"
2538477523_1da77eb11c.jpg#0,A girl in a dress runs followed by a man in jeans .,2538477523_1da77eb11c_0.wav,train,2538477523_1da77eb11c.jpg,"['man', 'girl', 'dress']"
2539933563_17ff0758c7.jpg#0,A person standing on the sidewalk near a large gathering of people at a tent .,2539933563_17ff0758c7_0.wav,train,2539933563_17ff0758c7.jpg,"['sidewalk', 'person']"
2540326842_bb26cec999.jpg#0,A group of kids look out of a fence .,2540326842_bb26cec999_0.wav,train,2540326842_bb26cec999.jpg,"['fence', 'group']"
2540360421_f7c2401da8.jpg#0,A male topless rock climber is climbing a rock face whilst attached to a safety harness .,2540360421_f7c2401da8_0.wav,train,2540360421_f7c2401da8.jpg,"['face', 'whilst', 'safety', 'climber', 'rock']"
2540750172_070250ece5.jpg#0,a family takes a ride on a yellow boat .,2540750172_070250ece5_0.wav,train,2540750172_070250ece5.jpg,"['boat', 'ride', 'family']"
2540751930_d71c7f5622.jpg#0,A man and woman walk away from the camera as a redheaded man walks in the other direction .,2540751930_d71c7f5622_0.wav,train,2540751930_d71c7f5622.jpg,"['woman', 'man', 'camera']"
2540757246_5a849fbdcb.jpg#0,A group of people stand outside at night talking .,2540757246_5a849fbdcb_0.wav,train,2540757246_5a849fbdcb.jpg,"['night', 'group']"
2540884723_03d60ef548.jpg#0,A man and woman are sitting on concrete stairs .,2540884723_03d60ef548_0.wav,train,2540884723_03d60ef548.jpg,"['woman', 'man']"
2541701582_0a651c380f.jpg#0,A couple ride bikes next to an orange fence by the ocean .,2541701582_0a651c380f_0.wav,train,2541701582_0a651c380f.jpg,"['fence', 'ride', 'orange', 'couple', 'ocean']"
2541901399_0a57f4cc76.jpg#0,A little boy walks with a woman wearing red in a wheelchair .,2541901399_0a57f4cc76_0.wav,train,2541901399_0a57f4cc76.jpg,['woman']
2542037086_58c833699c.jpg#0,A blonde haired boy is at the bottom of a slide .,2542037086_58c833699c_0.wav,train,2542037086_58c833699c.jpg,"['blonde', 'slide', 'boy']"
2543247940_083f1b7969.jpg#0,A large white dog is playing with a large stick .,2543247940_083f1b7969_0.wav,train,2543247940_083f1b7969.jpg,"['stick', 'dog']"
2543679402_9359e1ee4e.jpg#0,A black man with gray hair half sitting half laying on a street floor .,2543679402_9359e1ee4e_0.wav,train,2543679402_9359e1ee4e.jpg,"['street', 'man']"
2544246151_727427ee07.jpg#0,A child wearing a red shirt and blue Crocs shoes runs toward the camera .,2544246151_727427ee07_0.wav,train,2544246151_727427ee07.jpg,"['camera', 'shirt', 'child']"
254475194_3d8f4dfd53.jpg#0,A black dog runs in a grassy yard while a woman dressed in green watches from in fton of a tan house .,254475194_3d8f4dfd53_0.wav,train,254475194_3d8f4dfd53.jpg,"['dog', 'woman']"
2545192257_142fe9e2de.jpg#0,A black and white dog hopes a toy is thrown his way after a gray and white one receives one .,2545192257_142fe9e2de_0.wav,train,2545192257_142fe9e2de.jpg,"['dog', 'toy']"
254527963_3f5824b0e8.jpg#0,A black dog is running along the beach .,254527963_3f5824b0e8_0.wav,train,254527963_3f5824b0e8.jpg,"['dog', 'beach']"
2545363449_1985903f82.jpg#0,a girl in a yellow dress is standing on the pavement outside a store .,2545363449_1985903f82_0.wav,train,2545363449_1985903f82.jpg,"['girl', 'dress', 'store']"
2546667441_bbe87a6285.jpg#0,A black dog is walking along the grass sniffing at the ground .,2546667441_bbe87a6285_0.wav,train,2546667441_bbe87a6285.jpg,"['grass', 'dog', 'ground']"
2546959333_23b957988f.jpg#0,a dog nipping at the feet of a cow .,2546959333_23b957988f_0.wav,train,2546959333_23b957988f.jpg,['dog']
2547785434_f227bd3680.jpg#0,A black and white dog is playing with a large brown cow .,2547785434_f227bd3680_0.wav,train,2547785434_f227bd3680.jpg,['dog']
2548777800_d7b9cf1c2b.jpg#0,A boy celebrating with paint on his face and clothing .,2548777800_d7b9cf1c2b_0.wav,train,2548777800_d7b9cf1c2b.jpg,"['face', 'clothing', 'boy']"
254901702_67ada9867c.jpg#0,A man in a yellow jacket throwing a yellow Frisbee .,254901702_67ada9867c_0.wav,train,254901702_67ada9867c.jpg,"['frisbee', 'man', 'jacket']"
2549452277_873cb80d3e.jpg#0,A man in a bright yellow jacket is wearing a helmet .,2549452277_873cb80d3e_0.wav,train,2549452277_873cb80d3e.jpg,"['helmet', 'yellow', 'man', 'jacket']"
2550011909_6b95f11330.jpg#1,The children play with sparklers at night .,2550011909_6b95f11330_1.wav,train,2550011909_6b95f11330.jpg,['night']
2550109269_bc4262bd27.jpg#0,A brown dog with a tiny soccer ball in its mouth is standing on a blanket,2550109269_bc4262bd27_0.wav,train,2550109269_bc4262bd27.jpg,"['ball', 'soccer', 'blanket', 'dog', 'mouth']"
255091927_2eb643beb2.jpg#3,Two Asian men and Asian woman sit in black massage chairs .,255091927_2eb643beb2_3.wav,train,255091927_2eb643beb2.jpg,['woman']
255091930_aa2b5c0eb9.jpg#0,A black guy in a apron grilling cornstalks .,255091930_aa2b5c0eb9_0.wav,train,255091930_aa2b5c0eb9.jpg,['guy']
2551632823_0cb7dd779b.jpg#0,"A man eating an apple , sitting in public .",2551632823_0cb7dd779b_0.wav,train,2551632823_0cb7dd779b.jpg,['man']
2552723989_7bc93e0f7b.jpg#0,a boy falls off his red bike .,2552723989_7bc93e0f7b_0.wav,train,2552723989_7bc93e0f7b.jpg,"['bike', 'boy']"
2552816307_c7c8e7f6b4.jpg#0,A black dog and a brown and white dog are playing with a stick in the water .,2552816307_c7c8e7f6b4_0.wav,train,2552816307_c7c8e7f6b4.jpg,"['water', 'stick', 'dog']"
2552949275_b8cdc450cc.jpg#0,a brown dog jumping into the beach,2552949275_b8cdc450cc_0.wav,train,2552949275_b8cdc450cc.jpg,"['dog', 'beach']"
2553024095_735bc46267.jpg#2,Two young girls wearing blue and turquoise dresses and bonnets are walking beside a tree .,2553024095_735bc46267_2.wav,train,2553024095_735bc46267.jpg,"['tree', 'blue']"
2553188198_da1123a723.jpg#0,A black dog crosses a puddle of water with a ball in its mouth while a brown dog looks the other way .,2553188198_da1123a723_0.wav,train,2553188198_da1123a723.jpg,"['ball', 'water', 'dog', 'mouth']"
255330891_86d65dfdbf.jpg#0,a couple walking a white dog down a paved street,255330891_86d65dfdbf_0.wav,train,255330891_86d65dfdbf.jpg,"['couple', 'dog', 'street']"
2553619107_d382a820f9.jpg#1,Kayaker is in rough water .,2553619107_d382a820f9_1.wav,train,2553619107_d382a820f9.jpg,['water']
2554531876_5d7f193992.jpg#0,A motorcycle races .,2554531876_5d7f193992_0.wav,train,2554531876_5d7f193992.jpg,['motorcycle']
2554570943_122da6438f.jpg#0,A child climbs up the inside of a red tube in a play structure .,2554570943_122da6438f_0.wav,train,2554570943_122da6438f.jpg,"['play', 'tube', 'structure', 'child']"
2555521861_fc36fd3ab0.jpg#0,A girl holds onto a rope above the water .,2555521861_fc36fd3ab0_0.wav,train,2555521861_fc36fd3ab0.jpg,"['rope', 'water', 'girl']"
2555535057_007501dae5.jpg#0,"A beige , white and black little dog is bounding towards the camera from the street onto the green grass .",2555535057_007501dae5_0.wav,train,2555535057_007501dae5.jpg,"['dog', 'street', 'grass', 'camera']"
2555622234_3e531e4014.jpg#0,A black and brown dog is running on the beach .,2555622234_3e531e4014_0.wav,train,2555622234_3e531e4014.jpg,"['dog', 'beach']"
2555638166_2f0847d57d.jpg#0,Three children are playing soccer in the sand .,2555638166_2f0847d57d_0.wav,train,2555638166_2f0847d57d.jpg,"['soccer', 'sand']"
2557129157_074a5a3128.jpg#0,a boy swings on the swing .,2557129157_074a5a3128_0.wav,train,2557129157_074a5a3128.jpg,['swing']
2557507575_b247f145bc.jpg#0,A brown dog is running through tall green grass .,2557507575_b247f145bc_0.wav,train,2557507575_b247f145bc.jpg,"['grass', 'dog']"
2557922709_24d2a9655a.jpg#0,A blonde girl and two American flags,2557922709_24d2a9655a_0.wav,train,2557922709_24d2a9655a.jpg,"['blonde', 'girl']"
2557972410_6925fe695c.jpg#2,Several players playing a game of hockey outside on the road .,2557972410_6925fe695c_2.wav,train,2557972410_6925fe695c.jpg,"['game', 'road']"
2558312618_13d362df66.jpg#0,A brown dog is jumping through a field .,2558312618_13d362df66_0.wav,train,2558312618_13d362df66.jpg,"['dog', 'field']"
2558911884_856dfc3951.jpg#0,A group of boys in swim gear is playing in a field surrounded by trees .,2558911884_856dfc3951_0.wav,train,2558911884_856dfc3951.jpg,"['field', 'gear', 'group']"
2559114800_17310f3015.jpg#0,Greyhounds take a corner at a race .,2559114800_17310f3015_0.wav,train,2559114800_17310f3015.jpg,['race']
2559638792_a803ff63d1.jpg#0,A girl does the backstroke in the pool .,2559638792_a803ff63d1_0.wav,train,2559638792_a803ff63d1.jpg,"['pool', 'girl']"
2560278143_aa5110aa37.jpg#0,A beagle is playing in the grass .,2560278143_aa5110aa37_0.wav,train,2560278143_aa5110aa37.jpg,"['grass', 'beagle']"
2560388887_55abc9083d.jpg#0,A group of people are flying colorful kites near a beautiful snow-capped mountain range .,2560388887_55abc9083d_0.wav,train,2560388887_55abc9083d.jpg,"['mountain', 'group']"
2561212119_1af8cb9b5d.jpg#0,A black dog standing in the water .,2561212119_1af8cb9b5d_0.wav,train,2561212119_1af8cb9b5d.jpg,"['water', 'standing', 'dog']"
2561295656_4f21fba209.jpg#0,A female swimmer comes up for air .,2561295656_4f21fba209_0.wav,train,2561295656_4f21fba209.jpg,['air']
2561319255_ce5ede291e.jpg#0,A girl is jumping in the air while holding an orange and white guitar .,2561319255_ce5ede291e_0.wav,train,2561319255_ce5ede291e.jpg,"['guitar', 'air', 'girl', 'orange']"
2561334141_0aacefa5e7.jpg#0,A man holds a ball in the air for a brown dog to catch on the beach .,2561334141_0aacefa5e7_0.wav,train,2561334141_0aacefa5e7.jpg,"['ball', 'air', 'beach', 'dog', 'man']"
2561341745_2d77d3ff7d.jpg#0,A thin girl in black smokes a cigarette .,2561341745_2d77d3ff7d_0.wav,train,2561341745_2d77d3ff7d.jpg,"['cigarette', 'girl']"
2561481438_447b852e4d.jpg#0,A black dog soaked in liquid jumping to the grass .,2561481438_447b852e4d_0.wav,train,2561481438_447b852e4d.jpg,"['grass', 'jumping', 'dog']"
2561751298_320eef38ec.jpg#0,A girl bounces in a harness with a building in the background .,2561751298_320eef38ec_0.wav,train,2561751298_320eef38ec.jpg,"['girl', 'background']"
2561849813_ff9caa52ac.jpg#0,"A baby sits on an empty beach under a big , blue sky .",2561849813_ff9caa52ac_0.wav,train,2561849813_ff9caa52ac.jpg,"['baby', 'beach']"
2562166462_b43b141d40.jpg#0,A man in a hooded jacket sits alone on a park bench .,2562166462_b43b141d40_0.wav,train,2562166462_b43b141d40.jpg,"['park', 'man', 'bench', 'jacket']"
2562347802_c049a2ba88.jpg#1,Two dogs are walking away from the camera through shrubs and grass .,2562347802_c049a2ba88_1.wav,train,2562347802_c049a2ba88.jpg,"['grass', 'camera']"
2562377955_8d670ccec6.jpg#0,a boy in an orange jersey is about to pitch a baseball .,2562377955_8d670ccec6_0.wav,train,2562377955_8d670ccec6.jpg,"['boy', 'orange', 'baseball']"
2562463210_d0dfd545ca.jpg#0,A boy in a pool wearing Spiderman floaties .,2562463210_d0dfd545ca_0.wav,train,2562463210_d0dfd545ca.jpg,"['pool', 'boy']"
2562483332_eb791a3ce5.jpg#0,A teenage girl and little girl play on pink toy .,2562483332_eb791a3ce5_0.wav,train,2562483332_eb791a3ce5.jpg,"['toy', 'play', 'girl', 'pink']"
256283122_a4ef4a17cb.jpg#0,A dog leaps over a man in a white cap to catch and orange Frisbee .,256283122_a4ef4a17cb_0.wav,train,256283122_a4ef4a17cb.jpg,"['cap', 'frisbee', 'man', 'dog']"
256292144_b53aadae27.jpg#0,A brown and white dog is running across the grass .,256292144_b53aadae27_0.wav,train,256292144_b53aadae27.jpg,"['grass', 'brown', 'dog']"
2563578471_9a4e4c2ecc.jpg#0,A boy in black is sitting on a wall near the beach .,2563578471_9a4e4c2ecc_0.wav,train,2563578471_9a4e4c2ecc.jpg,"['wall', 'boy', 'beach']"
256439287_990ac4a761.jpg#0,A man sits in a wheelchair as a woman pushes him .,256439287_990ac4a761_0.wav,train,256439287_990ac4a761.jpg,"['woman', 'man']"
256444892_efcb3bd824.jpg#0,A couple walking down the street .,256444892_efcb3bd824_0.wav,train,256444892_efcb3bd824.jpg,"['couple', 'street']"
2564663851_3a9832e4fc.jpg#0,A little boy playing in a water spout .,2564663851_3a9832e4fc_0.wav,train,2564663851_3a9832e4fc.jpg,"['playing', 'water']"
2564888404_b57f89d3c7.jpg#0,One black dog and one brown and white dog are running in the water .,2564888404_b57f89d3c7_0.wav,train,2564888404_b57f89d3c7.jpg,"['water', 'brown', 'dog']"
2565237642_bdd46d7cef.jpg#0,A brown dog is running in the grass between obstacles on a course,2565237642_bdd46d7cef_0.wav,train,2565237642_bdd46d7cef.jpg,"['grass', 'dog']"
2565350330_c7f305e7f7.jpg#0,A bearded man laying on his back under a large tree .,2565350330_c7f305e7f7_0.wav,train,2565350330_c7f305e7f7.jpg,"['tree', 'man', 'back']"
2565618804_8d7ed87389.jpg#0,A boy in a swimsuit sitting on top of a circular fountain .,2565618804_8d7ed87389_0.wav,train,2565618804_8d7ed87389.jpg,"['top', 'fountain', 'boy']"
2565657591_6c1cdfc092.jpg#0,A boy is rock climbing .,2565657591_6c1cdfc092_0.wav,train,2565657591_6c1cdfc092.jpg,['boy']
2565685680_c30972455d.jpg#0,A black animal or two are in the water .,2565685680_c30972455d_0.wav,train,2565685680_c30972455d.jpg,['water']
2565703445_dd6899bc0e.jpg#0,A man gazes over the rail in the peaceful early morning .,2565703445_dd6899bc0e_0.wav,train,2565703445_dd6899bc0e.jpg,['man']
2567035103_3511020c8f.jpg#0,A black and white dog is playing or fighting with a brown dog in grass .,2567035103_3511020c8f_0.wav,train,2567035103_3511020c8f.jpg,"['grass', 'dog']"
2567812221_30fb64f5e9.jpg#0,Two people walk black dogs on leashes over the grass .,2567812221_30fb64f5e9_0.wav,train,2567812221_30fb64f5e9.jpg,['grass']
2568417021_afa68423e5.jpg#1,a boy is holding a basketball up in front of a white house .,2568417021_afa68423e5_1.wav,train,2568417021_afa68423e5.jpg,"['front', 'boy']"
2568656919_6e49d2a82b.jpg#0,Two dogs racing across the water toward a beach .,2568656919_6e49d2a82b_0.wav,train,2568656919_6e49d2a82b.jpg,"['water', 'beach']"
256958382_b9006bfc5b.jpg#0,A barefoot jogger in a park .,256958382_b9006bfc5b_0.wav,train,256958382_b9006bfc5b.jpg,['park']
2569643552_23696a9ba5.jpg#1,Two dogs try to get an orange toy .,2569643552_23696a9ba5_1.wav,train,2569643552_23696a9ba5.jpg,"['orange', 'toy']"
2570365455_41cc9a7d2b.jpg#1,Two boys with wearing baseball caps are sticking out green stained tongues .,2570365455_41cc9a7d2b_1.wav,train,2570365455_41cc9a7d2b.jpg,['baseball']
2570559405_dc93007f76.jpg#0,The dogs are behind the fence .,2570559405_dc93007f76_0.wav,train,2570559405_dc93007f76.jpg,['fence']
2571096893_694ce79768.jpg#0,A child in a grey jacket is running along a leafy path .,2571096893_694ce79768_0.wav,train,2571096893_694ce79768.jpg,"['grey', 'jacket', 'path', 'child']"
2572101672_4d699c8713.jpg#0,"A man is standing beside a large , colorful birdcage containing birds .",2572101672_4d699c8713_0.wav,train,2572101672_4d699c8713.jpg,['man']
2573141440_28a762d537.jpg#0,A child in a swing .,2573141440_28a762d537_0.wav,train,2573141440_28a762d537.jpg,"['swing', 'child']"
2574084102_f2be3f73cb.jpg#0,A little girl dressed in a blue one piece is doing gymnastics .,2574084102_f2be3f73cb_0.wav,train,2574084102_f2be3f73cb.jpg,['girl']
257588281_39e1c9d929.jpg#0,A black dog chases a brown dog with a stick through the water .,257588281_39e1c9d929_0.wav,train,257588281_39e1c9d929.jpg,"['water', 'stick', 'dog']"
2576878141_87f25a10f0.jpg#0,A baby in blue pants is sitting on a red slide .,2576878141_87f25a10f0_0.wav,train,2576878141_87f25a10f0.jpg,"['slide', 'baby']"
2578003921_e23b78e85f.jpg#0,A mountain biker in red is riding on a woodland path .,2578003921_e23b78e85f_0.wav,train,2578003921_e23b78e85f.jpg,"['biker', 'path', 'mountain']"
2578161080_e007c9177a.jpg#0,Four men are standing outside in front of a fence .,2578161080_e007c9177a_0.wav,train,2578161080_e007c9177a.jpg,"['fence', 'front']"
2578395598_6982734d46.jpg#0,A dog is running through a park,2578395598_6982734d46_0.wav,train,2578395598_6982734d46.jpg,"['park', 'dog']"
2578834476_118585730d.jpg#0,A boy mountain bikes down a trail .,2578834476_118585730d_0.wav,train,2578834476_118585730d.jpg,"['boy', 'mountain']"
2579268572_d78f8436cb.jpg#0,A group of people riding a roller coaster upside down .,2579268572_d78f8436cb_0.wav,train,2579268572_d78f8436cb.jpg,['group']
2579460386_94c489028d.jpg#0,A dog is a body of water .,2579460386_94c489028d_0.wav,train,2579460386_94c489028d.jpg,"['body', 'water', 'dog']"
2580215443_4e64afe3d5.jpg#0,A group of people are standing in a line looking off in different directions .,2580215443_4e64afe3d5_0.wav,train,2580215443_4e64afe3d5.jpg,"['line', 'group']"
2582390123_71120edb0c.jpg#1,A small dog barks at a brown and white cow .,2582390123_71120edb0c_1.wav,train,2582390123_71120edb0c.jpg,"['brown', 'dog']"
2583001715_1ce6f58942.jpg#0,"A dog flies through the air , preparing to catch a ball .",2583001715_1ce6f58942_0.wav,train,2583001715_1ce6f58942.jpg,"['ball', 'air', 'dog']"
2584020755_14e2b3e8fc.jpg#0,A boy poses for the camera at a party .,2584020755_14e2b3e8fc_0.wav,train,2584020755_14e2b3e8fc.jpg,"['boy', 'camera']"
2584412512_6767593f24.jpg#1,A spotted dog butting a white dog with his head .,2584412512_6767593f24_1.wav,train,2584412512_6767593f24.jpg,"['head', 'dog']"
2584487952_f70e5aa9bf.jpg#0,A brown dog jumps high in the grass .,2584487952_f70e5aa9bf_0.wav,train,2584487952_f70e5aa9bf.jpg,"['grass', 'dog']"
258476074_f28f4a1ae6.jpg#0,A group of cars parked on a hill,258476074_f28f4a1ae6_0.wav,train,258476074_f28f4a1ae6.jpg,"['hill', 'group']"
2584957647_4f9235c150.jpg#0,A dog is wading through deep water while holding a stick .,2584957647_4f9235c150_0.wav,train,2584957647_4f9235c150.jpg,"['water', 'stick', 'dog']"
2585141045_b496a7b7c4.jpg#0,"A little boy blows bubbles , which are held by a young woman",2585141045_b496a7b7c4_0.wav,train,2585141045_b496a7b7c4.jpg,"['woman', 'boy']"
2586028627_ddd054d8cc.jpg#0,A child with a yellow shirt riding a yellow bike in a city .,2586028627_ddd054d8cc_0.wav,train,2586028627_ddd054d8cc.jpg,"['city', 'bike', 'shirt', 'child']"
2586532797_dcf22a5021.jpg#0,A black dog fetches a dead bird .,2586532797_dcf22a5021_0.wav,train,2586532797_dcf22a5021.jpg,['dog']
2586911841_41b7a48c91.jpg#0,A girl in a blue shirt leaps into the air .,2586911841_41b7a48c91_0.wav,train,2586911841_41b7a48c91.jpg,"['air', 'shirt', 'girl']"
2587017287_888c811b5a.jpg#0,A big tan wet dog in shallow water .,2587017287_888c811b5a_0.wav,train,2587017287_888c811b5a.jpg,"['water', 'tan', 'dog']"
2587106431_1cc0e719c6.jpg#0,"Three boys , dressed in blue and orange , are smiling and using hand signals .",2587106431_1cc0e719c6_0.wav,train,2587106431_1cc0e719c6.jpg,"['hand', 'orange']"
2587696611_db0378710f.jpg#0,A girl in a white dress runs down a country road .,2587696611_db0378710f_0.wav,train,2587696611_db0378710f.jpg,"['road', 'girl', 'dress']"
2587846523_b177c9a3e3.jpg#0,a man about to throw a tennis ball to a brown dog in the grass,2587846523_b177c9a3e3_0.wav,train,2587846523_b177c9a3e3.jpg,"['ball', 'tennis', 'dog', 'man', 'grass']"
2588456052_8842b47005.jpg#0,A female tennis player in a purple top and black skirt swings her racquet .,2588456052_8842b47005_0.wav,train,2588456052_8842b47005.jpg,"['tennis', 'top']"
2588625139_fdf6610218.jpg#0,Two boys in denim play with hula hoops,2588625139_fdf6610218_0.wav,train,2588625139_fdf6610218.jpg,['play']
2590207488_ddd89037ba.jpg#0,A black and white dog is walking on a beach .,2590207488_ddd89037ba_0.wav,train,2590207488_ddd89037ba.jpg,"['dog', 'beach']"
2591110592_ef5f54f91c.jpg#0,A child holding a dress that another child is looking at .,2591110592_ef5f54f91c_0.wav,train,2591110592_ef5f54f91c.jpg,"['dress', 'child']"
